,CEO,Ticker,Sector,Quarter,Year,Date,CEOScore,AnalystScore,OtherExecScore,CEO_Word_Count,Analyst_Word_Count,OtherExec_Word_Count,CEO_Sent_Count,Analyst_Sent_Count,OtherExec_Sent_Count,CEO_Pos_Fin,CEO_Neg_Fin,CEO_Fin_Score1,CEO_Fin_Score2,Openness_Raw,Concientiousness_Raw,Extraversion_Raw,Agreeableness_Raw,Neuroticism_Raw,Openness_Percentile,Concientiousness_Percentile,Extraversion_Percentile,Agreeableness_Percentile,Neuroticism_Percentile,Next_Date,Time_Delta,twenty_ret,twentyfive_ret,thirty_ret,thirtyfive_ret,revenuegrowth,nopat,nopatmargin,investedcapital,investedcapitalturnover,investedcapitalincreasedecrease,freecashflow,netnonopex,netnonopobligations,ebit,depreciationandamortization,ebitda,capex,dfcfnwc,dfnwc,nwc,debt,ltdebtandcapleases,netdebt,totalcapital,bookvaluepershare,tangbookvaluepershare,marketcap,enterprisevalue,pricetobook,pricetotangiblebook,pricetorevenue,pricetoearnings,dividendyield,earningsyield,evtoinvestedcapital,evtorevenue,evtoebitda,evtoebit,evtonopat,evtoocf,evtofcff,ebitdagrowth,ebitgrowth,nopatgrowth,netincomegrowth,epsgrowth,ocfgrowth,fcffgrowth,investedcapitalgrowth,revenueqoqgrowth,ebitdaqoqgrowth,ebitqoqgrowth,nopatqoqgrowth,netincomeqoqgrowth,epsqoqgrowth,ocfqoqgrowth,fcffqoqgrowth,investedcapitalqoqgrowth,grossmargin,ebitdamargin,operatingmargin,ebitmargin,profitmargin,costofrevtorevenue,sgaextorevenue,rdextorevenue,opextorevenue,taxburdenpct,interestburdenpct,efftaxrate,assetturnover,arturnover,invturnover,faturnover,apturnover,dso,dio,dpo,ccc,finleverage,leverageratio,compoundleveragefactor,ltdebttoequity,debttoequity,roic,nnep,roicnnepspread,rnnoa,roe,croic,oroa,roa,noncontrollinginterestsharingratio,roce,divpayoutratio,augmentedpayoutratio,ocftocapex,stdebttocap,ltdebttocap,debttototalcapital,preferredtocap,noncontrolinttocap,commontocap,debttoebitda,netdebttoebitda,ltdebttoebitda,debttonopat,netdebttonopat,ltdebttonopat,altmanzscore,ebittointerestex,nopattointerestex,ebitlesscapextointerestex,nopatlesscapextointex,ocftointerestex,ocflesscapextointerestex,fcfftointerestex,currentratio,quickratio,dfcfnwctorev,dfnwctorev,nwctorev,normalizednopat,normalizednopatmargin,pretaxincomemargin,adjweightedavebasicsharesos,adjbasiceps,adjweightedavedilutedsharesos,adjdilutedeps,adjweightedavebasicdilutedsharesos,adjbasicdilutedeps,FFR_0,FFR_60,FFR_90,FFR_120,FFR_30,T10_0,T10_60,T10_90,T10_120,T10_30,Tax_Law
617,Timothy A. Leach,CXO,Energy,Q3,2015,2015-11-05 15:00:00,0.166,0.184,0.07,2628,2587,271,141,161,16,2,2,1.0,0.0,0.812597979,0.683219257,0.62110906,0.763078839,0.526929278,0.977406026,0.881561962,0.941906796,0.700289375,0.854657377,2016-02-25 13:43:00,111.0,-0.010830004438526398,-0.0695960940967599,-0.18357745228584116,-0.2852197070572571,-0.255509,343808307.8,0.171164,9895042000.0,0.2202,1542531000.0,-1198722692.2,147224307.8,3761260000.0,504232000.0,1165612000.0,1669844000.0,3031218000.0,42007000.0,42027000.0,42027000.0,3822274000.0,3822274000.0,3822254000.0,9956056000.0,51.5193,51.3004,11703401400.0,15525655400.0,1.908,1.9162,5.8265,59.5338,0.0,0.016797,1.569,7.7294,9.2977,30.7907,45.1579,12.7487,nm,-0.143806,-0.505595,-0.487739,-0.617591,-0.627409,-0.286114,-1.285943,0.184679,-0.105454,-0.080495,-0.302695,-0.24889,-0.389733,-0.408163,-0.117501,0.035947,0.046338,0.730313,0.831329,0.253312,0.251031,0.097869,0.269687,0.116441,0.0,0.476981,0.675707,0.576978,0.324293,0.1705,3.8462,nm,0.1892,17.967,94.8976,0.0,20.315,74.5827,0.618,2.0896,1.2057,0.6232,0.6232,0.037683,0.042245,-0.004563,-0.00282,0.034863,-0.131384,0.042794,0.016684,0.0,0.034863,0.0,0.074965,0.401762,0.0,0.383914,0.383914,0.0,0.0,0.616086,2.289,2.289,2.289,11.1175,11.1174,11.1175,1.6577,2.3635,1.6116,-11.8449,-12.5968,5.7084,-8.5,-5.6188,1.0409,0.4374,0.020913,0.020923,0.020923,604360776.9,0.30088,0.14484,119058000.0,1.75,119058000.0,1.74,119058000.0,1.75,-0.020000000000000018,,-0.020000000000000018,-0.010000000000000009,-0.010000000000000009,0.1299999999999999,,0.07999999999999963,0.03999999999999959,0.20999999999999996,0.0
618,Timothy A. Leach,CXO,Energy,Q4,2015,2016-02-25 13:43:00,0.131,0.147,0.144,1729,3109,1341,87,215,84,0,1,0.0,-1.0,0.816668766,0.677995436,0.642418535,0.772067383,0.531019475,0.983430881,0.857877102,0.979745576,0.773774143,0.870588442,2016-08-03 16:31:00,160.0,-0.011505376344085948,0.04548387096774198,0.13118279569892477,0.24913978494623656,-0.321842,222494845.4,0.123334,10030604000.0,0.1923,1300960000.0,-1078465154.6,156494845.4,3088053000.0,312000000.0,1223000000.0,1535000000.0,2511000000.0,489580000.0,718130000.0,718130000.0,3332188000.0,3332188000.0,3103638000.0,10274739000.0,57.8903,57.6761,11136328360.0,14239966360.0,1.6041,1.61,6.1731,168.7322,0.0,0.005927,1.4197,7.8936,9.2769,45.6409,64.0013,9.3072,nm,-0.25365,-0.710289,-0.67247,-0.877363,-0.889344,-0.123596,-0.467238,0.149028,-0.101882,-0.080752,-0.381237,-0.352852,-0.664266,-0.689655,0.256336,0.100321,0.0137,0.783814,0.850887,0.181264,0.172949,0.036585,0.216186,0.128049,0.0,0.60255,0.680412,0.310897,0.319588,0.1479,3.4204,nm,0.1703,23.2281,106.7124,0.0,15.7137,90.9987,0.5348,1.9957,0.6204,0.48,0.48,0.02372,0.04788,-0.024161,-0.012921,0.010799,-0.114973,0.02558,0.005411,0.0,0.010799,0.0,0.075758,0.609319,0.0,0.324309,0.324309,0.0,0.0,0.675691,2.1708,2.0219,2.1708,14.9765,13.9493,14.9765,1.7245,1.4512,1.0349,-10.2279,-10.6442,7.1163,-4.5628,-5.0161,2.2041,1.0448,0.271386,0.398076,0.398076,300742268.0,0.166709,0.053769,119926000.0,0.54,119926000.0,0.54,119926000.0,0.54,0.010000000000000009,,0.25,0.25,-0.010000000000000009,-0.54,,-0.5100000000000002,-0.3900000000000001,-0.2999999999999998,0.0
619,F. Thomson Leighton,AKAM,Information Technology,Q1,2014,2014-05-01 16:30:00,0.157,0.128,0.144,1304,2265,5457,62,101,250,2,0,inf,1.0,0.805568975,0.665253147,0.595537746,0.708177761,0.535714229,0.962685741,0.787457383,0.840845506,0.196063112,0.887331673,2014-07-30 22:00:00,90.0,-0.037291817523533714,-0.05485155684286751,0.06517016654598119,0.12038377986965963,0.169297,292823429.9,0.176041,1883458000.0,1.0442,581115000.0,-288291570.1,-1976570.1,-828687000.0,432387000.0,197513000.0,629900000.0,283510000.0,184984000.0,883114000.0,883114000.0,590714000.0,590714000.0,-828687000.0,3302859000.0,14.8988,8.2606,10596431980.0,9767744980.0,3.907,7.0467,6.3704,35.9445,0.0,0.027821,5.1861,5.8722,15.5068,22.5903,33.3571,17.4515,nm,0.153752,0.2531,0.28784,0.269327,0.275591,0.054577,-2.95451,0.446207,0.054157,0.053507,0.045734,0.011202,0.004474,0.006211,-0.00745,-2.829441,0.362348,0.681187,0.378687,0.260691,0.259945,0.17723,0.318813,0.165927,0.060244,0.420496,0.675289,1.009637,0.324711,0.5282,6.2266,nm,3.81,8.8917,58.6195,0.0,41.0494,17.5702,-0.375,1.2357,1.2476,0.2178,0.2178,0.18383,0.002068,0.181762,-0.068153,0.115678,-0.180985,0.137306,0.093615,0.0,0.115678,0.0,0.80152,1.974205,0.0,0.178849,0.178849,0.0,0.0,0.821151,0.9378,-1.3156,0.9378,2.0173,-2.83,2.0173,7.192,222.7651,150.8621,76.7012,4.7983,288.3601,142.2962,-148.5273,4.6166,4.0956,0.11121,0.530916,0.530916,294273274.8,0.176913,0.26245,178705000.0,1.66,182038000.0,1.62,177600000.0,1.66,0.01999999999999999,,0.01999999999999999,,0.009999999999999995,-0.41000000000000014,,-0.040000000000000036,,-0.14000000000000012,0.0
620,F. Thomson Leighton,AKAM,Information Technology,Q2,2014,2014-07-30 22:00:00,0.141,0.134,0.194,2906,2116,2980,139,101,153,3,6,0.5,-0.333333333,0.821067296,0.636709024,0.582937122,0.66929306,0.544331695,0.988340687,0.573633192,0.762869371,0.033335378,0.913924966,2014-10-29 21:50:00,90.0,0.012523588951792829,-0.030022302281694974,0.06913707325441759,-0.003431120260765067,0.198702,307550685.7,0.174615,1875727000.0,1.099,546266000.0,-238715314.3,1759685.7,-897017000.0,445995000.0,216615000.0,662610000.0,277675000.0,159602000.0,916375000.0,916375000.0,595385000.0,595385000.0,-897017000.0,3368129000.0,15.3325,8.7064,11042151460.0,10145134460.0,3.9824,7.0132,6.2693,36.1101,0.0,0.027693,5.4086,5.76,15.3109,22.7472,32.9869,16.3931,nm,0.163139,0.190094,0.251815,0.223629,0.226277,0.184995,-3.123598,0.410893,0.058874,0.051929,0.031472,0.050294,0.037283,0.037037,0.105698,0.171966,-0.004105,0.684939,0.376204,0.254626,0.253218,0.173616,0.315061,0.168357,0.063398,0.430312,0.68577,0.999807,0.31423,0.5424,6.2605,nm,3.7384,9.1795,58.3019,0.0,39.7625,18.5394,-0.3861,1.2439,1.2437,0.2147,0.2147,0.191908,-0.001746,0.193654,-0.074761,0.117147,-0.148956,0.137358,0.094178,0.0,0.117147,0.0,0.867024,2.228746,0.0,0.17677,0.17677,0.0,0.0,0.82323,0.8985,-1.3538,0.8985,1.9359,-2.9166,1.9359,7.1385,69.0716,47.6306,26.0678,4.6269,95.8444,52.8406,-36.97,4.2347,3.8199,0.090616,0.520281,0.520281,309145100.9,0.17552,0.253169,178081000.0,1.72,180841000.0,1.68,177800000.0,1.72,0.009999999999999995,,0.0,0.009999999999999995,0.0,0.08999999999999986,,-0.06000000000000005,-0.20000000000000018,0.040000000000000036,0.0
621,F. Thomson Leighton,AKAM,Information Technology,Q3,2014,2014-10-29 21:50:00,0.146,0.102,0.144,4929,2467,1768,222,114,74,6,7,0.857142857,-0.076923077,0.81798245,0.641451902,0.588498291,0.695977192,0.525953328,0.985055234,0.613066735,0.799598217,0.122482689,0.850668968,2015-02-10 22:28:00,104.0,0.06992131616595129,0.055346924177396256,0.10836909871244627,0.1076537911301859,0.226176,321561853.5,0.172553,1886719000.0,1.1492,530108000.0,-208546146.5,4371853.5,-961661000.0,466830000.0,240558000.0,707388000.0,289403000.0,140163000.0,851075000.0,851075000.0,600098000.0,600098000.0,-961661000.0,3448478000.0,15.7408,9.1654,10821109000.0,9859448000.0,3.799,6.5246,5.8067,34.1155,0.0,0.029312,5.2257,5.2907,13.9378,21.12,30.6611,15.5448,nm,0.212383,0.184685,0.160689,0.127065,0.12987,0.164019,-2.708878,0.390759,0.058055,0.067578,0.046716,0.045557,0.037277,0.035714,0.024874,0.126381,0.00586,0.687859,0.37959,0.251773,0.250505,0.170207,0.312141,0.167314,0.064065,0.436087,0.685351,0.991397,0.314649,0.553,6.3908,nm,3.7885,9.3917,57.1133,0.0,38.8642,18.2491,-0.3984,1.25,1.2393,0.2107,0.2107,0.198291,-0.00407,0.202361,-0.080628,0.117663,-0.1286,0.138537,0.09413,0.0,0.117663,0.0,0.865488,2.191619,0.0,0.174018,0.174018,0.0,0.0,0.825982,0.8483,-1.3595,0.8483,1.8662,-2.9906,1.8662,6.9869,42.6757,29.3959,16.2197,2.9398,57.9816,31.5256,-19.0645,3.8219,3.4405,0.075213,0.456693,0.456693,323029189.8,0.17334,0.24835,178186000.0,1.78,180955000.0,1.74,178700000.0,1.78,0.01999999999999999,,0.009999999999999995,-0.010000000000000009,0.009999999999999995,-0.010000000000000231,,-0.2400000000000002,-0.2400000000000002,-0.16000000000000014,0.0
622,Thomson Leighton,AKAM,Information Technology,Q4,2014,2015-02-10 22:28:00,0.181,0.14,0.164,2530,1790,2477,118,91,119,7,2,3.5,0.555555556,0.805643012,0.658393831,0.610490391,0.716164722,0.534539072,0.962874182,0.742335785,0.908737848,0.256278618,0.883293413,2015-04-28 20:27:00,76.0,-0.018022181146025905,0.08271719038817012,0.08818545902649405,0.11660505237215023,0.244595,340729613.4,0.173499,1921902000.0,1.1886,539393000.0,-198663386.60000002,6781613.4,-1023433000.0,487559000.0,262869000.0,750428000.0,318627000.0,170252000.0,928544000.0,928544000.0,604851000.0,604851000.0,-1023433000.0,3550186000.0,16.2559,9.7228,11407470560.0,10384037560.0,3.8731,6.4755,5.8087,34.1594,0.0,0.029275,5.403,5.2875,13.8375,21.298,30.4759,15.7795,nm,0.255089,0.179168,0.176636,0.137863,0.142857,0.166981,-2.260679,0.390155,0.05383,0.060844,0.044404,0.059608,0.052833,0.057471,0.037538,0.047389,0.018648,0.688909,0.382116,0.249262,0.248264,0.170046,0.311091,0.16592,0.063795,0.439647,0.69605,0.984037,0.30395,0.5644,6.5292,nm,3.734,8.0854,55.9027,0.0,45.1429,10.7597,-0.4073,1.2483,1.2284,0.2054,0.2054,0.206227,-0.005974,0.212201,-0.08642,0.119807,-0.120241,0.140119,0.095973,0.0,0.119807,0.0,0.804458,2.06533,0.0,0.170372,0.170372,0.0,0.0,0.829628,0.806,-1.3638,0.806,1.7752,-3.0037,1.7752,7.0924,31.5307,22.0352,10.9249,1.4294,42.5577,21.9519,-12.8477,3.78,3.257,0.086692,0.472812,0.472812,341557216.7,0.17392,0.244301,178279000.0,1.87,181186000.0,1.84,178600000.0,1.87,0.03,0.0,0.03,,,-0.30000000000000027,-0.0900000000000003,-0.3600000000000003,,,0.0
623,Frank Thomson Leighton,AKAM,Information Technology,Q1,2015,2015-04-28 20:27:00,0.173,0.201,0.146,1738,2866,3789,81,210,171,10,0,inf,1.0,0.812586022,0.646289113,0.634526719,0.72900166,0.51385771,0.977385915,0.652113549,0.969373812,0.369961155,0.795239826,2015-07-28 22:43:00,91.0,0.02203781798394763,0.025166643994014342,0.014963950482927415,-0.04271527683308394,0.224561,346265852.4,0.169996,2076190000.0,1.0288,192732000.0,153533852.39999998,7371852.4,-905492000.0,488813000.0,282448000.0,771261000.0,371690000.0,258963000.0,972248000.0,972248000.0,609647000.0,609647000.0,-905492000.0,3591329000.0,16.4893,9.8825,12846712125.0,11941220125.0,4.3085,7.189,6.307,37.9078,0.0,0.02638,5.7515,5.8624,15.4827,24.429,34.4857,17.8553,77.7758,0.224418,0.130499,0.182507,0.149573,0.154321,0.194868,1.532564,0.102329,0.037189,0.027761,0.002572,0.016248,0.014811,0.016304,0.016269,1.772834,0.080279,0.685491,0.378643,0.240655,0.239978,0.166377,0.314509,0.166564,0.065236,0.444836,0.706387,0.981473,0.293613,0.5333,6.1857,nm,3.4828,9.9058,59.0068,0.0,36.8473,22.1595,-0.3046,1.3415,1.3167,0.2045,0.2045,0.174897,-0.008502,0.183399,-0.055858,0.119039,0.077549,0.127988,0.088734,0.0,0.119039,0.0,0.634948,1.799284,0.0,0.169755,0.169755,0.0,0.0,0.830245,0.7905,-1.174,0.7905,1.7606,-2.615,1.7606,8.3421,27.0092,19.1328,6.4716,-1.4048,36.953,16.4154,8.4835,4.6099,3.9725,0.127135,0.477316,0.477316,346616220.2,0.170168,0.235532,178545000.0,1.9,180825000.0,1.87,176700000.0,1.9,0.010000000000000009,0.07,0.010000000000000009,0.0,,0.050000000000000044,0.0,0.27,-0.2200000000000002,,0.0
624,Frank Thomson Leighton,AKAM,Information Technology,Q2,2015,2015-07-28 22:43:00,0.166,0.168,0.121,3224,2975,3196,131,180,138,3,4,0.75,-0.142857143,0.811118916,0.644786822,0.595803191,0.695990411,0.522156891,0.974801214,0.640136306,0.842283561,0.122550185,0.834464864,2015-10-27 23:11:00,91.0,0.07582659808963993,0.11109478324761209,0.07788390889052163,0.014842027920646659,0.193203,340597550.3,0.162066,2134841000.0,1.048,259114000.0,81483550.30000001,7389550.3,-910471000.0,482016000.0,297886000.0,779902000.0,397184000.0,159731000.0,803234000.0,803234000.0,614484000.0,614484000.0,-910471000.0,3659796000.0,16.8493,9.6473,12619127160.0,11708656160.0,4.1438,7.2373,6.0045,37.8716,0.0,0.026405,5.4846,5.5713,15.013,24.291,34.3768,15.9829,143.6935,0.177015,0.080765,0.107452,0.089659,0.095238,0.183736,1.341342,0.138141,0.031758,0.011204,-0.013905,-0.01637,-0.016778,-0.016043,0.095397,-0.46928,0.028249,0.680616,0.3711,0.23035,0.229357,0.15855,0.319384,0.169656,0.065436,0.450266,0.703566,0.982538,0.296434,0.5321,6.2892,nm,3.3864,8.6139,58.0356,0.0,42.3733,15.6623,-0.3107,1.3578,1.3341,0.2018,0.2018,0.16985,-0.008177,0.178027,-0.055307,0.114543,0.040634,0.122033,0.084359,0.0,0.114543,0.0,0.621906,1.844422,0.0,0.167901,0.167901,0.0,0.0,0.832099,0.7879,-1.1674,0.7879,1.8041,-2.6732,1.8041,7.6078,26.3974,18.6527,4.6458,-3.0989,40.1191,18.3675,4.4624,3.3065,2.8326,0.076005,0.382202,0.382202,340866312.4,0.162194,0.225352,178682000.0,1.87,180738000.0,1.84,176800000.0,1.87,0.010000000000000009,0.06000000000000001,0.010000000000000009,0.020000000000000018,,-0.23000000000000043,0.13999999999999968,0.19999999999999973,0.2999999999999998,,0.0
625,Frank Thomson Leighton,AKAM,Information Technology,Q3,2015,2015-10-27 23:11:00,0.103,0.175,0.151,2767,3204,3619,113,197,160,4,2,2.0,0.333333333,0.82024938,0.624601913,0.585970336,0.705106538,0.508450229,0.987537244,0.470525084,0.783343878,0.175404195,0.766941851,2016-02-09 22:47:00,104.0,0.016152479405588758,0.019382975286706558,-0.13955742206428676,-0.1498950088838636,0.156166,336797313.9,0.156317,2200155000.0,1.0544,313436000.0,23361313.899999976,6704313.9,-885508000.0,477858000.0,305405000.0,783263000.0,458466000.0,211126000.0,878979000.0,878979000.0,619365000.0,619365000.0,-885508000.0,3705028000.0,17.108,9.9309,12455937840.0,11570429840.0,4.0367,6.954,5.7811,37.7346,0.0,0.026501,5.2589,5.3701,14.7721,24.2131,34.3543,15.5957,495.2816,0.107261,0.023623,0.04738,0.040679,0.051724,0.169709,1.11202,0.166128,0.025213,0.00431,-0.008626,-0.011158,-0.009349,-0.005435,0.01273,-0.7133,0.030594,0.677149,0.363533,0.222573,0.221787,0.153205,0.322851,0.17367,0.066525,0.454576,0.702317,0.983568,0.297683,0.536,6.2208,nm,3.3308,10.2519,58.6742,0.0,35.603,23.0712,-0.3113,1.3547,1.3325,0.2007,0.2007,0.164819,-0.007259,0.172078,-0.053565,0.111254,0.011432,0.118883,0.082122,0.0,0.111254,0.0,0.740882,1.618225,0.0,0.167169,0.167169,0.0,0.0,0.832831,0.7907,-1.1305,0.7907,1.839,-2.6292,1.839,7.4864,25.9593,18.2962,1.0535,-6.6096,40.3032,15.3974,1.2691,3.6475,3.1138,0.097989,0.407958,0.407958,337160411.6,0.156485,0.218142,178547000.0,1.85,180364000.0,1.83,179700000.0,1.85,-0.010000000000000009,-0.020000000000000018,-0.020000000000000018,-0.020000000000000018,,-0.1200000000000001,-0.14000000000000012,-0.2400000000000002,-0.28000000000000025,,0.0
626,Frank Thomson Leighton,AKAM,Information Technology,Q4,2015,2016-02-09 22:47:00,0.145,0.191,0.131,2988,3467,3388,153,200,134,10,2,5.0,0.666666667,0.816689081,0.654133063,0.628855812,0.724294636,0.538174559,0.983457107,0.711990998,0.959471523,0.326226036,0.895460855,2016-04-26 21:45:00,76.0,0.020642689934028492,0.1368376250266014,0.17301553522025953,0.09959565865077676,0.118935,328111108.7,0.149315,2214690000.0,1.0624,292788000.0,35323108.69999999,6705108.7,-906188000.0,463949000.0,318088000.0,782037000.0,444983000.0,171187000.0,920748000.0,920748000.0,618047000.0,618047000.0,-906188000.0,3738925000.0,17.2983,10.0576,9495241450.0,8589053450.0,3.0425,5.2329,4.321,29.5428,0.0,0.033849,3.8782,3.9086,10.9829,18.5129,26.1773,10.8249,243.1568,0.042121,-0.048425,-0.037034,-0.037557,-0.032609,0.205726,1.177804,0.152343,0.019894,-0.001565,-0.029107,-0.025791,-0.026317,-0.027322,0.069485,0.512034,0.006606,0.66979,0.355884,0.212132,0.211131,0.146263,0.33021,0.176689,0.06762,0.457657,0.703875,0.984212,0.296125,0.5371,6.1902,nm,3.244,10.4111,58.9642,0.0,35.0589,23.9054,-0.3181,1.349,1.3277,0.198,0.198,0.158638,-0.00695,0.165588,-0.052672,0.105966,0.017078,0.11339,0.078552,0.0,0.105966,0.0,0.941507,1.783106,0.0,0.165301,0.165301,0.0,0.0,0.834699,0.7903,-1.1588,0.7903,1.8837,-2.7618,1.8837,6.0989,25.0445,17.7118,1.0238,-6.3089,42.8314,18.8107,1.9068,3.7697,3.399,0.077903,0.419008,0.419008,328650980.5,0.14956,0.207797,178391000.0,1.8,180415000.0,1.78,178600000.0,1.8,0.25,0.24,,,,-0.3800000000000001,-0.3899999999999999,,,,0.0
627,Frank Thomson Leighton,AKAM,Information Technology,Q1,2016,2016-04-26 21:45:00,0.159,0.206,0.14,2674,3274,2614,126,252,131,1,0,inf,1.0,0.806398967,0.637368767,0.606110285,0.695084074,0.549698286,0.964754098,0.579172449,0.891559828,0.117982835,0.927927457,2016-10-25 22:15:00,182.0,0.052783109404990404,-0.042034548944337904,0.05412667946257198,0.047216890595009615,0.099037,325016227.4,0.145185,2213835000.0,1.0436,137645000.0,187371227.39999998,6498227.4,-899747000.0,456659000.0,328374000.0,785033000.0,390254000.0,159725000.0,997595000.0,997595000.0,623485000.0,623485000.0,-899747000.0,3737067000.0,17.5375,10.2052,9865842230.0,8966095230.0,3.1686,5.4452,4.4071,30.9742,0.0,0.032285,4.05,4.0052,11.4213,19.6341,27.5866,10.1301,47.852,0.017856,-0.06578,-0.061368,-0.060125,-0.053476,0.323457,0.22039,0.066297,0.018744,0.003831,-0.015713,-0.009432,-0.008986,-0.005618,0.1155,4.304494,-0.000386,0.6645,0.350675,0.204923,0.20399,0.142282,0.3355,0.179107,0.068615,0.459577,0.708485,0.98449,0.291515,0.548,6.2035,nm,3.1172,11.4266,58.8376,0.0,31.9431,26.8945,-0.2962,1.3405,1.3197,0.2002,0.2002,0.151522,-0.007199,0.158721,-0.047009,0.104513,0.087352,0.11178,0.077966,0.0,0.104513,0.0,1.094604,2.268,0.0,0.166838,0.166838,0.0,0.0,0.833162,0.7942,-1.1461,0.7942,1.9183,-2.7683,1.9183,6.3106,24.5489,17.4721,3.5698,-3.507,47.5807,26.6015,10.0726,3.9937,3.61,0.071349,0.445626,0.445626,330360332.3,0.147572,0.200826,176403000.0,1.78,177539000.0,1.77,178200000.0,1.78,0.0,0.0,-0.010000000000000009,0.010000000000000009,,0.030000000000000027,0.17999999999999994,-0.08000000000000007,-0.30000000000000027,,0.0
628,Luther Kissam,ALB,Materials,Q1,2014,2014-04-17 15:03:00,0.103,0.127,0.126,2451,1553,1480,79,59,47,3,6,0.5,-0.333333333,0.804073373,0.67513711,0.566537967,0.701985048,0.529414255,0.958708888,0.843643676,0.63610362,0.155878667,0.864486711,2014-07-31 13:30:00,104.0,0.009767092411720597,-0.010518407212622132,0.046731780616078133,0.06972201352366643,-0.039438,409479158.6,0.174062,2076823000.0,1.1632,108678000.0,300801158.6,-5073841.4,349222000.0,538389000.0,109935000.0,648324000.0,123678000.0,548223000.0,1072266000.0,1054203000.0,1070853000.0,1052790000.0,327734000.0,2798454000.0,20.0313,15.4237,4925361907.5,5375945907.5,3.0692,3.9861,2.0937,12.7677,0.020088,0.078323,2.5885,2.2852,8.2921,9.9852,13.1287,11.1215,17.8721,0.42831,0.521384,0.449747,0.377207,0.487261,0.042059,0.800594,0.055218,-0.017451,-0.042882,-0.05546,-0.053629,-0.057479,-0.046939,0.116719,0.226791,-0.034673,0.359823,0.275591,0.229421,0.228859,0.176219,0.640177,0.07292,0.036075,0.130402,0.823689,0.934804,0.241299,0.6713,5.1261,3.5296,1.7701,7.7042,71.2048,103.4113,47.3767,127.2394,0.1144,1.931,1.8051,0.6094,0.6198,0.202463,-0.024445,0.226908,0.02595,0.228414,0.148729,0.153624,0.118289,0.062563,0.214124,0.216848,1.595441,3.908391,0.006455,0.376204,0.382659,0.0,0.043899,0.573442,1.6517,0.5055,1.6239,2.6152,0.8004,2.571,3.7174,15.3383,11.6657,11.8148,8.1423,13.7712,10.2477,8.5696,3.491,2.3321,0.23304,0.455801,0.448123,447688088.8,0.190304,0.213939,79735000.0,4.69,80112000.0,4.67,79700000.0,4.69,0.03,,0.01999999999999999,0.0,0.009999999999999995,-0.020000000000000018,,-0.10999999999999988,-0.16000000000000014,0.04999999999999982,0.0
629,Luther C. Kissam,ALB,Materials,Q2,2014,2014-07-31 13:30:00,0.109,0.091,0.078,2574,1740,1577,133,93,84,8,13,0.615384615,-0.238095238,0.796812889,0.668194545,0.541615996,0.710731286,0.533050709,0.934284866,0.805296929,0.416665958,0.214315762,0.878032996,2014-10-23 23:03:00,84.0,0.012793176972281469,-0.0060685583073642356,0.046252255207479095,-0.03263900278825655,0.016806,409759807.6,0.172141,1843749000.0,1.2257,-196612000.0,606371807.6,56955807.6,218659000.0,540855000.0,108267000.0,649122000.0,98848000.0,572371000.0,1087490000.0,709969000.0,1063366000.0,685845000.0,324197000.0,2688456000.0,19.0032,15.1007,5254599809.9,5700905809.9,3.4961,4.3996,2.2075,16.1444,0.019116,0.061941,3.092,2.395,8.7825,10.5405,13.9128,10.3813,9.4017,0.322544,0.388855,0.275794,0.042125,0.115169,0.137641,2.208397,-0.096361,0.011851,0.001231,0.00458,0.000685,-0.148953,-0.149893,0.136062,1.015856,-0.112226,0.362202,0.272698,0.227516,0.227215,0.148214,0.637798,0.074286,0.035808,0.134686,0.699135,0.933021,0.243387,0.7011,5.3017,3.6914,1.85,8.3372,68.8453,98.879,43.7796,123.9447,0.2568,2.1972,2.0501,0.422,0.6543,0.210993,0.143533,0.06746,0.017324,0.228316,0.312232,0.159298,0.103911,0.075881,0.210992,0.256199,0.681364,5.55552,0.140423,0.255107,0.39553,0.0,0.04542,0.55905,1.6382,0.4994,1.0566,2.5951,0.7912,1.6738,3.7428,14.93,11.3112,12.2014,8.5826,15.1591,12.4304,16.7386,1.8702,1.1788,0.240455,0.456858,0.29826,454048922.2,0.190747,0.211996,78662000.0,4.0,79091000.0,3.97,77400000.0,4.0,0.0,,-0.009999999999999995,-0.009999999999999995,-0.020000000000000004,0.10000000000000009,,-0.020000000000000018,-0.23999999999999977,0.0,0.0
